instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,demand_cluster,7_day_MA,30_day_MA
305,2011-11-01,Winter,2011,11,0,2,1,Clear/Partly Cloudy,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Medium Demand (Typical Day),3142.1428571428573,4074.4
306,2011-11-02,Winter,2011,11,0,3,1,Clear/Partly Cloudy,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Medium Demand (Typical Day),3183.8571428571427,4094.9333333333334
307,2011-11-03,Winter,2011,11,0,4,1,Clear/Partly Cloudy,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Medium Demand (Typical Day),3371.714285714286,4078.866666666667
308,2011-11-04,Winter,2011,11,0,5,1,Misty/Cloudy,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Medium Demand (Typical Day),3414.4285714285716,4052.866666666667
309,2011-11-05,Winter,2011,11,0,6,0,Clear/Partly Cloudy,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Medium Demand (Typical Day),3885.714285714286,4024.9
310,2011-11-06,Winter,2011,11,0,0,0,Clear/Partly Cloudy,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Medium Demand (Typical Day),3931.1428571428573,3980.366666666667
311,2011-11-07,Winter,2011,11,0,1,1,Clear/Partly Cloudy,0.395,0.400871,0.75875,0.057225,373,3662,4035,Medium Demand (Typical Day),3983.4285714285716,3934.5666666666666
312,2011-11-08,Winter,2011,11,0,2,1,Clear/Partly Cloudy,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Medium Demand (Typical Day),4003.0,3891.0333333333333
313,2011-11-09,Winter,2011,11,0,3,1,Clear/Partly Cloudy,0.4,0.409079,0.758333,0.0621958,305,3804,4109,Medium Demand (Typical Day),3992.0,3857.4333333333334
314,2011-11-10,Winter,2011,11,0,4,1,Misty/Cloudy,0.38,0.373721,0.813333,0.189067,190,2743,2933,Low Demand (Quiet Day),3843.285714285714,3803.1
315,2011-11-11,Winter,2011,11,1,5,0,Clear/Partly Cloudy,0.324167,0.306817,0.44625,0.314675,440,2928,3368,Medium Demand (Typical Day),3746.4285714285716,3834.8333333333335
316,2011-11-12,Winter,2011,11,0,6,0,Clear/Partly Cloudy,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,Medium Demand (Typical Day),3766.5714285714284,3873.3
317,2011-11-13,Winter,2011,11,0,0,0,Clear/Partly Cloudy,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,Medium Demand (Typical Day),3776.285714285714,3875.733333333333
318,2011-11-14,Winter,2011,11,0,1,1,Clear/Partly Cloudy,0.53,0.524612,0.587083,0.306596,595,3891,4486,Medium Demand (Typical Day),3840.714285714286,3851.366666666667
319,2011-11-15,Winter,2011,11,0,2,1,Misty/Cloudy,0.53,0.507579,0.68875,0.199633,449,3746,4195,Medium Demand (Typical Day),3839.285714285714,3823.1666666666665
320,2011-11-16,Winter,2011,11,0,3,1,Light Snow/Rain,0.456667,0.451988,0.93,0.136829,145,1672,1817,Low Demand (Quiet Day),3511.8571428571427,3731.4
321,2011-11-17,Winter,2011,11,0,4,1,Misty/Cloudy,0.341667,0.323221,0.575833,0.305362,139,2914,3053,Low Demand (Quiet Day),3529.0,3674.9
322,2011-11-18,Winter,2011,11,0,5,1,Clear/Partly Cloudy,0.274167,0.272721,0.41,0.168533,245,3147,3392,Medium Demand (Typical Day),3532.4285714285716,3707.1666666666665
323,2011-11-19,Winter,2011,11,0,6,0,Clear/Partly Cloudy,0.329167,0.324483,0.502083,0.224496,943,2720,3663,Medium Demand (Typical Day),3474.714285714286,3689.4333333333334
324,2011-11-20,Winter,2011,11,0,0,0,Misty/Cloudy,0.463333,0.457058,0.684583,0.18595,787,2733,3520,Medium Demand (Typical Day),3446.5714285714284,3663.3
325,2011-11-21,Winter,2011,11,0,1,1,Light Snow/Rain,0.4475,0.445062,0.91,0.138054,220,2545,2765,Low Demand (Quiet Day),3200.714285714286,3611.866666666667
326,2011-11-22,Winter,2011,11,0,2,1,Light Snow/Rain,0.416667,0.421696,0.9625,0.118792,69,1538,1607,Low Demand (Quiet Day),2831.0,3519.4
327,2011-11-23,Winter,2011,11,0,3,1,Misty/Cloudy,0.440833,0.430537,0.757917,0.335825,112,2454,2566,Low Demand (Quiet Day),2938.0,3465.366666666667
328,2011-11-24,Winter,2011,11,1,4,0,Clear/Partly Cloudy,0.373333,0.372471,0.549167,0.167304,560,935,1495,Low Demand (Quiet Day),2715.4285714285716,3358.9666666666667
329,2011-11-25,Winter,2011,11,0,5,1,Clear/Partly Cloudy,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,Low Demand (Quiet Day),2629.714285714286,3322.233333333333
330,2011-11-26,Winter,2011,11,0,6,0,Clear/Partly Cloudy,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,Low Demand (Quiet Day),2544.714285714286,3335.866666666667
331,2011-11-27,Winter,2011,11,0,0,0,Clear/Partly Cloudy,0.459167,0.4558,0.698333,0.208954,810,2261,3071,Low Demand (Quiet Day),2480.5714285714284,3313.3333333333335
332,2011-11-28,Winter,2011,11,0,1,1,Clear/Partly Cloudy,0.503478,0.490122,0.743043,0.142122,253,3614,3867,Medium Demand (Typical Day),2638.0,3421.3333333333335
333,2011-11-29,Winter,2011,11,0,2,1,Misty/Cloudy,0.458333,0.451375,0.830833,0.258092,96,2818,2914,Low Demand (Quiet Day),2824.714285714286,3407.4333333333334
334,2011-11-30,Winter,2011,11,0,3,1,Clear/Partly Cloudy,0.325,0.311221,0.613333,0.271158,188,3425,3613,Medium Demand (Typical Day),2974.285714285714,3405.5666666666666
335,2011-12-01,Winter,2011,12,0,4,1,Clear/Partly Cloudy,0.3125,0.305554,0.524583,0.220158,182,3545,3727,Medium Demand (Typical Day),3293.1428571428573,3394.2
336,2011-12-02,Winter,2011,12,0,5,1,Clear/Partly Cloudy,0.314167,0.331433,0.625833,0.100754,268,3672,3940,Medium Demand (Typical Day),3457.1428571428573,3386.0
337,2011-12-03,Winter,2011,12,0,6,0,Clear/Partly Cloudy,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,Medium Demand (Typical Day),3535.1428571428573,3374.0
338,2011-12-04,Winter,2011,12,0,0,0,Clear/Partly Cloudy,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,Medium Demand (Typical Day),3594.285714285714,3355.3
339,2011-12-05,Winter,2011,12,0,1,1,Misty/Cloudy,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,Medium Demand (Typical Day),3586.285714285714,3351.4666666666667
340,2011-12-06,Winter,2011,12,0,2,1,Light Snow/Rain,0.4625,0.4564,0.949583,0.232583,126,2468,2594,Low Demand (Quiet Day),3540.5714285714284,3316.3
341,2011-12-07,Winter,2011,12,0,3,1,Light Snow/Rain,0.41,0.400246,0.970417,0.266175,50,655,705,Low Demand (Quiet Day),3125.1428571428573,3205.3
342,2011-12-08,Winter,2011,12,0,4,1,Clear/Partly Cloudy,0.265833,0.256938,0.58,0.240058,150,3172,3322,Medium Demand (Typical Day),3067.285714285714,3175.866666666667
343,2011-12-09,Winter,2011,12,0,5,1,Clear/Partly Cloudy,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,Medium Demand (Typical Day),3021.5714285714284,3159.5666666666666
344,2011-12-10,Winter,2011,12,0,6,0,Clear/Partly Cloudy,0.275,0.266412,0.5075,0.233221,502,2688,3190,Medium Demand (Typical Day),2961.0,3168.133333333333
345,2011-12-11,Winter,2011,12,0,0,0,Clear/Partly Cloudy,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Low Demand (Quiet Day),2855.0,3147.3
346,2011-12-12,Winter,2011,12,0,1,1,Clear/Partly Cloudy,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Medium Demand (Typical Day),2783.4285714285716,3122.0666666666666
347,2011-12-13,Winter,2011,12,0,2,1,Clear/Partly Cloudy,0.2825,0.301138,0.59,0.14055,155,3368,3523,Medium Demand (Typical Day),2916.1428571428573,3115.6
348,2011-12-14,Winter,2011,12,0,3,1,Misty/Cloudy,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Medium Demand (Typical Day),3349.714285714286,3090.733333333333
349,2011-12-15,Winter,2011,12,0,4,1,Misty/Cloudy,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Medium Demand (Typical Day),3405.0,3074.5333333333333
350,2011-12-16,Winter,2011,12,0,5,1,Misty/Cloudy,0.375,0.359825,0.500417,0.260575,178,3399,3577,Medium Demand (Typical Day),3398.8571428571427,3133.2
351,2011-12-17,Winter,2011,12,0,6,0,Misty/Cloudy,0.258333,0.249371,0.560833,0.243167,275,2464,2739,Low Demand (Quiet Day),3334.4285714285716,3122.733333333333
352,2011-12-18,Winter,2011,12,0,0,0,Clear/Partly Cloudy,0.238333,0.245579,0.58625,0.169779,220,2211,2431,Low Demand (Quiet Day),3289.8571428571427,3090.7
353,2011-12-19,Winter,2011,12,0,1,1,Clear/Partly Cloudy,0.276667,0.280933,0.6375,0.172896,260,3143,3403,Medium Demand (Typical Day),3303.1428571428573,3082.0333333333333
354,2011-12-20,Winter,2011,12,0,2,1,Misty/Cloudy,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,Medium Demand (Typical Day),3335.5714285714284,3089.7
355,2011-12-21,Spring,2011,12,0,3,1,Misty/Cloudy,0.428333,0.428017,0.858333,0.2214,107,2553,2660,Low Demand (Quiet Day),3181.285714285714,3086.2
356,2011-12-22,Spring,2011,12,0,4,1,Misty/Cloudy,0.423333,0.426121,0.7575,0.047275,227,2841,3068,Low Demand (Quiet Day),3089.714285714286,3134.9
357,2011-12-23,Spring,2011,12,0,5,1,Clear/Partly Cloudy,0.373333,0.377513,0.68625,0.274246,163,2046,2209,Low Demand (Quiet Day),2894.285714285714,3123.0
358,2011-12-24,Spring,2011,12,0,6,0,Clear/Partly Cloudy,0.3025,0.299242,0.5425,0.190304,155,856,1011,Low Demand (Quiet Day),2647.4285714285716,3106.866666666667
359,2011-12-25,Spring,2011,12,0,0,0,Clear/Partly Cloudy,0.274783,0.279961,0.681304,0.155091,303,451,754,Low Demand (Quiet Day),2407.8571428571427,3038.9333333333334
360,2011-12-26,Spring,2011,12,1,1,0,Clear/Partly Cloudy,0.321739,0.315535,0.506957,0.239465,430,887,1317,Low Demand (Quiet Day),2109.8571428571427,2980.5666666666666
361,2011-12-27,Spring,2011,12,0,2,1,Misty/Cloudy,0.325,0.327633,0.7625,0.18845,103,1059,1162,Low Demand (Quiet Day),1740.142857142857,2916.9333333333334
362,2011-12-28,Spring,2011,12,0,3,1,Clear/Partly Cloudy,0.29913,0.279974,0.503913,0.293961,255,2047,2302,Low Demand (Quiet Day),1689.0,2864.766666666667
363,2011-12-29,Spring,2011,12,0,4,1,Clear/Partly Cloudy,0.248333,0.263892,0.574167,0.119412,254,2169,2423,Low Demand (Quiet Day),1596.857142857143,2848.4
364,2011-12-30,Spring,2011,12,0,5,1,Clear/Partly Cloudy,0.311667,0.318812,0.636667,0.134337,491,2508,2999,Low Demand (Quiet Day),1709.7142857142858,2827.9333333333334
365,2011-12-31,Spring,2011,12,0,6,0,Clear/Partly Cloudy,0.41,0.414121,0.615833,0.220154,665,1820,2485,Low Demand (Quiet Day),1920.2857142857142,2786.5333333333333
366,2012-01-01,Spring,2012,1,0,0,0,Clear/Partly Cloudy,0.37,0.375621,0.6925,0.192167,686,1608,2294,Low Demand (Quiet Day),2140.285714285714,2731.6666666666665
367,2012-01-02,Spring,2012,1,1,1,0,Clear/Partly Cloudy,0.273043,0.252304,0.381304,0.329665,244,1707,1951,Low Demand (Quiet Day),2230.8571428571427,2676.233333333333
368,2012-01-03,Spring,2012,1,0,2,1,Clear/Partly Cloudy,0.15,0.126275,0.44125,0.365671,89,2147,2236,Low Demand (Quiet Day),2384.285714285714,2634.6
369,2012-01-04,Spring,2012,1,0,3,1,Misty/Cloudy,0.1075,0.119337,0.414583,0.1847,95,2273,2368,Low Demand (Quiet Day),2393.714285714286,2586.5
370,2012-01-05,Spring,2012,1,0,4,1,Clear/Partly Cloudy,0.265833,0.278412,0.524167,0.129987,140,3132,3272,Medium Demand (Typical Day),2515.0,2609.1
371,2012-01-06,Spring,2012,1,0,5,1,Clear/Partly Cloudy,0.334167,0.340267,0.542083,0.167908,307,3791,4098,Medium Demand (Typical Day),2672.0,2722.2
372,2012-01-07,Spring,2012,1,0,6,0,Clear/Partly Cloudy,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,Medium Demand (Typical Day),2962.8571428571427,2762.1666666666665
373,2012-01-08,Spring,2012,1,0,0,0,Clear/Partly Cloudy,0.3375,0.340258,0.465,0.191542,599,2826,3425,Medium Demand (Typical Day),3124.4285714285716,2755.6666666666665
374,2012-01-09,Spring,2012,1,0,1,1,Misty/Cloudy,0.224167,0.247479,0.701667,0.0989,106,2270,2376,Low Demand (Quiet Day),3185.1428571428573,2728.5333333333333
375,2012-01-10,Spring,2012,1,0,2,1,Clear/Partly Cloudy,0.308696,0.318826,0.646522,0.187552,173,3425,3598,Medium Demand (Typical Day),3379.714285714286,2757.0333333333333
376,2012-01-11,Spring,2012,1,0,3,1,Misty/Cloudy,0.274167,0.282821,0.8475,0.131221,92,2085,2177,Low Demand (Quiet Day),3352.4285714285716,2719.266666666667
377,2012-01-12,Spring,2012,1,0,4,1,Misty/Cloudy,0.3825,0.381938,0.802917,0.180967,269,3828,4097,Medium Demand (Typical Day),3470.285714285714,2738.4
378,2012-01-13,Spring,2012,1,0,5,1,Clear/Partly Cloudy,0.274167,0.249362,0.5075,0.378108,174,3040,3214,Medium Demand (Typical Day),3344.0,2720.866666666667
379,2012-01-14,Spring,2012,1,0,6,0,Clear/Partly Cloudy,0.18,0.183087,0.4575,0.187183,333,2160,2493,Low Demand (Quiet Day),3054.285714285714,2680.3333333333335
380,2012-01-15,Spring,2012,1,0,0,0,Clear/Partly Cloudy,0.166667,0.161625,0.419167,0.251258,284,2027,2311,Low Demand (Quiet Day),2895.1428571428573,2638.133333333333
381,2012-01-16,Spring,2012,1,1,1,0,Clear/Partly Cloudy,0.19,0.190663,0.5225,0.231358,217,2081,2298,Low Demand (Quiet Day),2884.0,2623.4333333333334
382,2012-01-17,Spring,2012,1,0,2,1,Misty/Cloudy,0.373043,0.364278,0.716087,0.34913,127,2808,2935,Low Demand (Quiet Day),2789.285714285714,2640.233333333333
383,2012-01-18,Spring,2012,1,0,3,1,Clear/Partly Cloudy,0.303333,0.275254,0.443333,0.415429,109,3267,3376,Medium Demand (Typical Day),2960.5714285714284,2639.3333333333335
384,2012-01-19,Spring,2012,1,0,4,1,Clear/Partly Cloudy,0.19,0.190038,0.4975,0.220158,130,3162,3292,Medium Demand (Typical Day),2845.5714285714284,2624.0666666666666
385,2012-01-20,Spring,2012,1,0,5,1,Misty/Cloudy,0.2175,0.220958,0.45,0.20275,115,3048,3163,Medium Demand (Typical Day),2838.285714285714,2640.8333333333335
386,2012-01-21,Spring,2012,1,0,6,0,Misty/Cloudy,0.173333,0.174875,0.83125,0.222642,67,1234,1301,Low Demand (Quiet Day),2668.0,2581.9333333333334
387,2012-01-22,Spring,2012,1,0,0,0,Misty/Cloudy,0.1625,0.16225,0.79625,0.199638,196,1781,1977,Low Demand (Quiet Day),2620.285714285714,2574.2
388,2012-01-23,Spring,2012,1,0,1,1,Misty/Cloudy,0.218333,0.243058,0.91125,0.110708,145,2287,2432,Low Demand (Quiet Day),2639.4285714285716,2621.5666666666666
389,2012-01-24,Spring,2012,1,0,2,1,Clear/Partly Cloudy,0.3425,0.349108,0.835833,0.123767,439,3900,4339,Medium Demand (Typical Day),2840.0,2741.0666666666666
390,2012-01-25,Spring,2012,1,0,3,1,Clear/Partly Cloudy,0.294167,0.294821,0.64375,0.161071,467,3803,4270,Medium Demand (Typical Day),2967.714285714286,2839.5
391,2012-01-26,Spring,2012,1,0,4,1,Misty/Cloudy,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Medium Demand (Typical Day),3079.5714285714284,2936.6
392,2012-01-27,Spring,2012,1,0,5,1,Misty/Cloudy,0.425,0.415383,0.74125,0.342667,269,3187,3456,Medium Demand (Typical Day),3121.4285714285716,2975.0666666666666
393,2012-01-28,Spring,2012,1,0,6,0,Clear/Partly Cloudy,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Medium Demand (Typical Day),3510.285714285714,3028.4
394,2012-01-29,Spring,2012,1,0,0,0,Clear/Partly Cloudy,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Medium Demand (Typical Day),3691.1428571428573,3036.5333333333333
395,2012-01-30,Spring,2012,1,0,1,1,Clear/Partly Cloudy,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Medium Demand (Typical Day),3861.4285714285716,3074.5
396,2012-01-31,Spring,2012,1,0,2,1,Clear/Partly Cloudy,0.39,0.381317,0.416667,0.261817,324,4185,4509,Medium Demand (Typical Day),3885.714285714286,3148.3333333333335
397,2012-02-01,Spring,2012,2,0,3,1,Clear/Partly Cloudy,0.469167,0.466538,0.507917,0.189067,304,4275,4579,Medium Demand (Typical Day),3929.8571428571427,3235.9333333333334
398,2012-02-02,Spring,2012,2,0,4,1,Misty/Cloudy,0.399167,0.398971,0.672917,0.187187,190,3571,3761,Medium Demand (Typical Day),3885.0,3286.766666666667
399,2012-02-03,Spring,2012,2,0,5,1,Clear/Partly Cloudy,0.313333,0.309346,0.526667,0.178496,310,3841,4151,Medium Demand (Typical Day),3984.285714285714,3346.2
400,2012-02-04,Spring,2012,2,0,6,0,Misty/Cloudy,0.264167,0.272725,0.779583,0.121896,384,2448,2832,Low Demand (Quiet Day),3814.1428571428573,3331.5333333333333
401,2012-02-05,Spring,2012,2,0,0,0,Misty/Cloudy,0.265833,0.264521,0.687917,0.175996,318,2629,2947,Low Demand (Quiet Day),3771.8571428571427,3293.1666666666665
402,2012-02-06,Spring,2012,2,0,1,1,Clear/Partly Cloudy,0.282609,0.296426,0.622174,0.1538,206,3578,3784,Medium Demand (Typical Day),3794.714285714286,3268.6
403,2012-02-07,Spring,2012,2,0,2,1,Clear/Partly Cloudy,0.354167,0.361104,0.49625,0.147379,199,4176,4375,Medium Demand (Typical Day),3775.5714285714284,3300.266666666667
404,2012-02-08,Spring,2012,2,0,3,1,Misty/Cloudy,0.256667,0.266421,0.722917,0.133721,109,2693,2802,Low Demand (Quiet Day),3521.714285714286,3314.4666666666667
405,2012-02-09,Spring,2012,2,0,4,1,Clear/Partly Cloudy,0.265,0.261988,0.562083,0.194037,163,3667,3830,Medium Demand (Typical Day),3531.5714285714284,3322.2
406,2012-02-10,Spring,2012,2,0,5,1,Misty/Cloudy,0.280833,0.293558,0.54,0.116929,227,3604,3831,Medium Demand (Typical Day),3485.8571428571427,3377.3333333333335
407,2012-02-11,Spring,2012,2,0,6,0,Light Snow/Rain,0.224167,0.210867,0.73125,0.289796,192,1977,2169,Low Demand (Quiet Day),3391.1428571428573,3313.0666666666666
408,2012-02-12,Spring,2012,2,0,0,0,Clear/Partly Cloudy,0.1275,0.101658,0.464583,0.409212,73,1456,1529,Low Demand (Quiet Day),3188.5714285714284,3256.9
409,2012-02-13,Spring,2012,2,0,1,1,Clear/Partly Cloudy,0.2225,0.227913,0.41125,0.167283,94,3328,3422,Medium Demand (Typical Day),3136.8571428571427,3287.866666666667
410,2012-02-14,Spring,2012,2,0,2,1,Misty/Cloudy,0.319167,0.333946,0.50875,0.141179,135,3787,3922,Medium Demand (Typical Day),3072.1428571428573,3341.5666666666666
411,2012-02-15,Spring,2012,2,0,3,1,Clear/Partly Cloudy,0.348333,0.351629,0.53125,0.1816,141,4028,4169,Medium Demand (Typical Day),3267.4285714285716,3403.9333333333334
412,2012-02-16,Spring,2012,2,0,4,1,Misty/Cloudy,0.316667,0.330162,0.752917,0.091425,74,2931,3005,Low Demand (Quiet Day),3149.5714285714284,3406.266666666667
413,2012-02-17,Spring,2012,2,0,5,1,Clear/Partly Cloudy,0.343333,0.351629,0.634583,0.205846,349,3805,4154,Medium Demand (Typical Day),3195.714285714286,3432.2
414,2012-02-18,Spring,2012,2,0,6,0,Clear/Partly Cloudy,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,Medium Demand (Typical Day),3502.714285714286,3466.4
415,2012-02-19,Spring,2012,2,0,0,0,Misty/Cloudy,0.28,0.265788,0.515833,0.253112,618,2071,2689,Low Demand (Quiet Day),3668.4285714285716,3450.6
416,2012-02-20,Spring,2012,2,1,1,0,Clear/Partly Cloudy,0.28,0.273391,0.507826,0.229083,502,2627,3129,Low Demand (Quiet Day),3626.5714285714284,3511.5333333333333
417,2012-02-21,Spring,2012,2,0,2,1,Clear/Partly Cloudy,0.287826,0.295113,0.594348,0.205717,163,3614,3777,Medium Demand (Typical Day),3605.8571428571427,3571.5333333333333
418,2012-02-22,Spring,2012,2,0,3,1,Clear/Partly Cloudy,0.395833,0.392667,0.567917,0.234471,394,4379,4773,Medium Demand (Typical Day),3692.1428571428573,3649.5666666666666
419,2012-02-23,Spring,2012,2,0,4,1,Clear/Partly Cloudy,0.454167,0.444446,0.554583,0.190913,516,4546,5062,Medium Demand (Typical Day),3986.0,3673.6666666666665
420,2012-02-24,Spring,2012,2,0,5,1,Misty/Cloudy,0.4075,0.410971,0.7375,0.237567,246,3241,3487,Medium Demand (Typical Day),3890.714285714286,3647.5666666666666
421,2012-02-25,Spring,2012,2,0,6,0,Clear/Partly Cloudy,0.290833,0.255675,0.395833,0.421642,317,2415,2732,Low Demand (Quiet Day),3664.1428571428573,3602.8
422,2012-02-26,Spring,2012,2,0,0,0,Clear/Partly Cloudy,0.279167,0.268308,0.41,0.205229,515,2874,3389,Medium Demand (Typical Day),3764.1428571428573,3600.5666666666666
423,2012-02-27,Spring,2012,2,0,1,1,Clear/Partly Cloudy,0.366667,0.357954,0.490833,0.268033,253,4069,4322,Medium Demand (Typical Day),3934.5714285714284,3610.5333333333333
424,2012-02-28,Spring,2012,2,0,2,1,Clear/Partly Cloudy,0.359167,0.353525,0.395833,0.193417,229,4134,4363,Medium Demand (Typical Day),4018.285714285714,3647.866666666667
425,2012-02-29,Spring,2012,2,0,3,1,Misty/Cloudy,0.344348,0.34847,0.804783,0.179117,65,1769,1834,Low Demand (Quiet Day),3598.4285714285716,3588.2
426,2012-03-01,Spring,2012,3,0,4,1,Clear/Partly Cloudy,0.485833,0.475371,0.615417,0.226987,325,4665,4990,Medium Demand (Typical Day),3588.1428571428573,3604.233333333333
427,2012-03-02,Spring,2012,3,0,5,1,Misty/Cloudy,0.353333,0.359842,0.657083,0.144904,246,2948,3194,Medium Demand (Typical Day),3546.285714285714,3558.0666666666666
428,2012-03-03,Spring,2012,3,0,6,0,Misty/Cloudy,0.414167,0.413492,0.62125,0.161079,956,3110,4066,Medium Demand (Typical Day),3736.8571428571427,3568.233333333333
429,2012-03-04,Spring,2012,3,0,0,0,Clear/Partly Cloudy,0.325833,0.303021,0.403333,0.334571,710,2713,3423,Medium Demand (Typical Day),3741.714285714286,3543.9666666666667
430,2012-03-05,Spring,2012,3,0,1,1,Clear/Partly Cloudy,0.243333,0.241171,0.50625,0.228858,203,3130,3333,Medium Demand (Typical Day),3600.4285714285716,3560.6666666666665
431,2012-03-06,Spring,2012,3,0,2,1,Clear/Partly Cloudy,0.258333,0.255042,0.456667,0.200875,221,3735,3956,Medium Demand (Typical Day),3542.285714285714,3594.3
432,2012-03-07,Spring,2012,3,0,3,1,Clear/Partly Cloudy,0.404167,0.3851,0.513333,0.345779,432,4484,4916,Medium Demand (Typical Day),3982.5714285714284,3632.0333333333333
433,2012-03-08,Spring,2012,3,0,4,1,Clear/Partly Cloudy,0.5275,0.524604,0.5675,0.441563,486,4896,5382,Medium Demand (Typical Day),4038.5714285714284,3665.6
434,2012-03-09,Spring,2012,3,0,5,1,Misty/Cloudy,0.410833,0.397083,0.407083,0.4148,447,4122,4569,Medium Demand (Typical Day),4235.0,3724.5
435,2012-03-10,Spring,2012,3,0,6,0,Clear/Partly Cloudy,0.2875,0.277767,0.350417,0.22575,968,3150,4118,Medium Demand (Typical Day),4242.428571428572,3734.1
436,2012-03-11,Spring,2012,3,0,0,0,Clear/Partly Cloudy,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,Medium Demand (Typical Day),4455.0,3770.1
437,2012-03-12,Spring,2012,3,0,1,1,Clear/Partly Cloudy,0.466667,0.459592,0.489167,0.207713,838,4460,5298,Medium Demand (Typical Day),4735.714285714285,3874.4
438,2012-03-13,Spring,2012,3,0,2,1,Clear/Partly Cloudy,0.565,0.542929,0.6175,0.23695,762,5085,5847,Medium Demand (Typical Day),5005.857142857143,4018.3333333333335
439,2012-03-14,Spring,2012,3,0,3,1,Clear/Partly Cloudy,0.5725,0.548617,0.507083,0.115062,997,5315,6312,High Demand (Peak Day),5205.285714285715,4114.666666666667
440,2012-03-15,Spring,2012,3,0,4,1,Clear/Partly Cloudy,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,High Demand (Peak Day),5321.0,4190.333333333333
441,2012-03-16,Spring,2012,3,0,5,1,Misty/Cloudy,0.435833,0.436229,0.842083,0.113192,548,3830,4378,Medium Demand (Typical Day),5293.714285714285,4197.3
442,2012-03-17,Spring,2012,3,0,6,0,Misty/Cloudy,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,High Demand (Peak Day),5824.857142857143,4358.333333333333
443,2012-03-18,Spring,2012,3,0,0,0,Misty/Cloudy,0.4725,0.464,0.81,0.126883,2207,3685,5892,Medium Demand (Typical Day),5965.0,4416.266666666666
444,2012-03-19,Spring,2012,3,0,1,1,Clear/Partly Cloudy,0.545,0.532821,0.72875,0.162317,982,5171,6153,High Demand (Peak Day),6087.142857142857,4477.433333333333
445,2012-03-20,Spring,2012,3,0,2,1,Clear/Partly Cloudy,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,High Demand (Peak Day),6122.285714285715,4590.9
446,2012-03-21,Summer,2012,3,0,3,1,Misty/Cloudy,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,High Demand (Peak Day),6110.571428571428,4694.266666666666
447,2012-03-22,Summer,2012,3,0,4,1,Clear/Partly Cloudy,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,High Demand (Peak Day),6207.571428571428,4797.4
448,2012-03-23,Summer,2012,3,0,5,1,Misty/Cloudy,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,High Demand (Peak Day),6776.714285714285,4917.033333333334
449,2012-03-24,Summer,2012,3,0,6,0,Misty/Cloudy,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,Medium Demand (Typical Day),6139.0,4860.7
450,2012-03-25,Summer,2012,3,0,0,0,Misty/Cloudy,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,Medium Demand (Typical Day),6011.0,4911.0
451,2012-03-26,Summer,2012,3,0,1,1,Clear/Partly Cloudy,0.445833,0.43875,0.477917,0.386821,795,4763,5558,Medium Demand (Typical Day),5926.0,5005.2
452,2012-03-27,Summer,2012,3,0,2,1,Clear/Partly Cloudy,0.323333,0.315654,0.29,0.187192,531,4571,5102,Medium Demand (Typical Day),5784.428571428572,5062.3
453,2012-03-28,Summer,2012,3,0,3,1,Clear/Partly Cloudy,0.484167,0.47095,0.48125,0.291671,674,5024,5698,Medium Demand (Typical Day),5708.428571428572,5108.166666666667
454,2012-03-29,Summer,2012,3,0,4,1,Clear/Partly Cloudy,0.494167,0.482304,0.439167,0.31965,834,5299,6133,High Demand (Peak Day),5603.0,5167.166666666667
455,2012-03-30,Summer,2012,3,0,5,1,Misty/Cloudy,0.37,0.375621,0.580833,0.138067,796,4663,5459,Medium Demand (Typical Day),5188.285714285715,5288.0
